,Accounting___Auditing,Acting___Theater,Advertising___Marketing,Agricultural_Equipment,Agriculture___Forestry,Agrochemicals,Alcoholic_Beverages,Animal_Products___Services,Apartments___Residential_Rentals,Apparel,Aquaculture,Architecture,Auto_Financing,Autos___Vehicles,Aviation,Boats___Watercraft,Book_Retailers,Building_Materials___Supplies,Business___Industrial,Business_News,Business_Operations,Business_Services,CAD___CAM,Car_Electronics,Car_Rental___Taxi_Services,Carpooling___Ridesharing,Chemicals_Industry,Civil_Engineering,Coatings___Adhesives,College_Financing,Commercial_Lending,Commercial_Vehicles,Computer_Hardware,Computer_Security,Computer_Servers,Computers___Electronics,Construction___Maintenance,Construction_Consulting___Contracting,Consulting,Consumer_Electronics,Corporate_Events,Credit___Lending,Cruises___Charters,Customer_Relationship_Management__CRM_,Data_Management,Developer_Jobs,Development_Tools,Distribution___Logistics,Doctors__Offices,Dyes___Pigments,Economy_News,Education,Emergency_Services,Energy___Utilities,Enterprise_Resource_Planning__ERP_,Enterprise_Technology,Entertainment_Industry,Entertainment_Media,Events___Listings,Fashion___Style,Fast_Food,Finance,Fire___Security_Services,Fitness,Financial_Planning,Flooring,Food___Drink,Food_Production,Footwear,Forestry,Freight___Trucking,Fuel_Economy___Gas_Prices,Gifts___Special_Event_Items,Government,GPS___Navigation,Grocery___Food_Retailers,Health,Health_Insurance,Home___Garden,Home_Appliances,Home_Financing,Home_Furnishings,Home_Improvement,Hospitals___Treatment_Centers,Hotels___Accommodations
2015-07-26,50.0,52.0,74.0,37.0,59.0,34.0,40.0,57.0,56.0,69.0,29.0,63.0,55.0,72.0,44.0,34.0,49.0,70.0,79.0,49.0,80.0,76.0,65.0,66.0,56.0,0.0,56.0,53.0,32.0,5.0,77.0,22.0,82.0,80.0,64.0,84.0,58.0,46.0,51.0,74.0,41.0,30.0,41.0,36.0,73.0,27.0,38.0,49.0,45.0,32.0,15.0,28.0,15.0,53.0,34.0,78.0,32.0,60.0,35.0,72.0,39.0,48.0,22.0,68.0,32.0,57.0,59.0,58.0,52.0,39.0,38.0,31.0,52.0,36.0,53.0,50.0,42.0,34.0,46.0,13.0,55.0,61.0,53.0,49.0,53.0
2015-08-02,54.0,44.0,73.0,39.0,64.0,27.0,42.0,67.0,60.0,76.0,31.0,63.0,49.0,75.0,57.0,28.0,53.0,71.0,82.0,53.0,78.0,75.0,90.0,65.0,61.0,0.0,61.0,61.0,33.0,6.0,77.0,24.0,93.0,86.0,81.0,96.0,66.0,67.0,65.0,79.0,34.0,30.0,48.0,91.0,86.0,34.0,45.0,0.0,42.0,32.0,13.0,31.0,16.0,54.0,53.0,91.0,33.0,54.0,35.0,74.0,41.0,53.0,22.0,70.0,68.0,59.0,61.0,58.0,49.0,27.0,31.0,44.0,55.0,41.0,47.0,73.0,45.0,43.0,49.0,15.0,53.0,66.0,53.0,55.0,58.0
2015-08-09,46.0,62.0,71.0,39.0,67.0,36.0,44.0,59.0,50.0,75.0,34.0,51.0,64.0,74.0,45.0,26.0,51.0,74.0,83.0,57.0,77.0,77.0,83.0,69.0,56.0,0.0,64.0,50.0,47.0,6.0,60.0,27.0,97.0,85.0,81.0,93.0,68.0,78.0,52.0,83.0,31.0,31.0,49.0,55.0,94.0,30.0,41.0,61.0,44.0,37.0,17.0,30.0,17.0,53.0,42.0,94.0,34.0,66.0,35.0,75.0,44.0,50.0,20.0,72.0,50.0,63.0,62.0,69.0,56.0,0.0,44.0,40.0,55.0,39.0,49.0,74.0,45.0,48.0,53.0,15.0,57.0,67.0,57.0,53.0,55.0
2015-08-16,40.0,51.0,67.0,35.0,52.0,28.0,41.0,52.0,56.0,73.0,20.0,51.0,47.0,71.0,40.0,30.0,0.0,64.0,78.0,50.0,68.0,75.0,61.0,53.0,53.0,0.0,55.0,37.0,39.0,6.0,39.0,23.0,84.0,73.0,71.0,83.0,57.0,62.0,42.0,72.0,43.0,27.0,59.0,56.0,75.0,27.0,31.0,50.0,30.0,38.0,15.0,28.0,13.0,48.0,28.0,73.0,35.0,51.0,35.0,77.0,45.0,44.0,28.0,67.0,38.0,46.0,62.0,40.0,49.0,32.0,43.0,24.0,56.0,41.0,36.0,56.0,52.0,43.0,47.0,12.0,47.0,54.0,50.0,45.0,46.0
2015-08-23,49.0,56.0,74.0,40.0,61.0,34.0,40.0,55.0,55.0,71.0,31.0,57.0,52.0,72.0,42.0,26.0,34.0,70.0,81.0,62.0,74.0,78.0,65.0,59.0,56.0,0.0,65.0,60.0,37.0,6.0,73.0,21.0,91.0,76.0,72.0,88.0,63.0,68.0,62.0,77.0,52.0,29.0,61.0,70.0,79.0,33.0,39.0,53.0,44.0,42.0,21.0,28.0,14.0,52.0,37.0,86.0,30.0,53.0,34.0,74.0,45.0,52.0,22.0,63.0,65.0,58.0,59.0,45.0,53.0,35.0,37.0,37.0,57.0,38.0,45.0,51.0,43.0,51.0,49.0,15.0,51.0,64.0,51.0,53.0,55.0
2015-08-30,51.0,58.0,73.0,37.0,63.0,34.0,41.0,54.0,58.0,70.0,27.0,55.0,49.0,75.0,49.0,25.0,41.0,73.0,82.0,60.0,73.0,78.0,67.0,63.0,60.0,0.0,64.0,67.0,50.0,7.0,54.0,32.0,90.0,83.0,77.0,88.0,68.0,80.0,47.0,76.0,67.0,30.0,50.0,84.0,85.0,39.0,37.0,62.0,63.0,38.0,19.0,30.0,18.0,54.0,39.0,88.0,37.0,60.0,33.0,75.0,38.0,52.0,22.0,64.0,65.0,45.0,62.0,55.0,54.0,45.0,43.0,47.0,56.0,43.0,44.0,72.0,45.0,44.0,53.0,16.0,52.0,66.0,52.0,53.0,48.0
2015-09-06,52.0,56.0,73.0,38.0,67.0,50.0,43.0,59.0,52.0,67.0,38.0,60.0,63.0,73.0,56.0,27.0,55.0,70.0,82.0,58.0,80.0,77.0,79.0,62.0,57.0,0.0,65.0,57.0,39.0,6.0,46.0,25.0,86.0,76.0,85.0,90.0,66.0,59.0,58.0,77.0,61.0,31.0,49.0,67.0,90.0,30.0,67.0,77.0,50.0,30.0,12.0,35.0,14.0,59.0,44.0,93.0,30.0,60.0,32.0,72.0,42.0,55.0,21.0,72.0,67.0,59.0,61.0,67.0,49.0,38.0,45.0,33.0,56.0,41.0,38.0,54.0,47.0,42.0,51.0,15.0,38.0,71.0,53.0,49.0,47.0
2015-09-13,50.0,45.0,74.0,44.0,65.0,29.0,44.0,50.0,51.0,68.0,32.0,63.0,63.0,73.0,54.0,29.0,35.0,75.0,81.0,57.0,76.0,76.0,85.0,60.0,49.0,0.0,57.0,49.0,28.0,5.0,43.0,28.0,88.0,76.0,68.0,89.0,65.0,68.0,53.0,75.0,70.0,30.0,36.0,76.0,89.0,37.0,41.0,74.0,56.0,46.0,15.0,31.0,15.0,50.0,36.0,92.0,33.0,47.0,29.0,69.0,42.0,55.0,20.0,67.0,0.0,47.0,60.0,72.0,53.0,45.0,38.0,32.0,55.0,42.0,43.0,62.0,45.0,43.0,51.0,14.0,55.0,62.0,51.0,52.0,45.0
2015-09-20,55.0,72.0,73.0,44.0,69.0,35.0,40.0,56.0,58.0,68.0,31.0,64.0,39.0,73.0,55.0,26.0,34.0,67.0,78.0,50.0,68.0,78.0,75.0,55.0,52.0,0.0,59.0,54.0,33.0,6.0,51.0,23.0,84.0,74.0,74.0,85.0,57.0,44.0,53.0,73.0,81.0,27.0,37.0,0.0,75.0,39.0,40.0,0.0,54.0,43.0,16.0,29.0,19.0,49.0,38.0,84.0,34.0,53.0,34.0,72.0,41.0,53.0,20.0,65.0,63.0,54.0,59.0,60.0,55.0,63.0,44.0,65.0,57.0,40.0,42.0,49.0,45.0,34.0,53.0,13.0,51.0,66.0,52.0,51.0,48.0
2015-09-27,64.0,68.0,74.0,42.0,62.0,25.0,40.0,49.0,53.0,65.0,30.0,53.0,50.0,66.0,51.0,30.0,35.0,67.0,84.0,54.0,77.0,74.0,90.0,63.0,44.0,0.0,63.0,54.0,32.0,10.0,67.0,21.0,87.0,77.0,87.0,86.0,61.0,61.0,55.0,73.0,49.0,31.0,36.0,69.0,75.0,32.0,35.0,63.0,49.0,49.0,20.0,30.0,15.0,61.0,42.0,81.0,30.0,56.0,31.0,68.0,42.0,57.0,17.0,62.0,30.0,52.0,60.0,63.0,48.0,29.0,40.0,38.0,58.0,44.0,49.0,69.0,44.0,50.0,50.0,14.0,53.0,61.0,53.0,52.0,43.0
2015-10-04,64.0,100.0,70.0,51.0,68.0,30.0,38.0,57.0,59.0,72.0,44.0,54.0,70.0,73.0,50.0,26.0,31.0,70.0,79.0,54.0,78.0,74.0,78.0,65.0,55.0,0.0,66.0,52.0,39.0,20.0,53.0,31.0,83.0,81.0,84.0,94.0,65.0,55.0,64.0,80.0,51.0,39.0,42.0,38.0,82.0,38.0,37.0,80.0,62.0,56.0,16.0,46.0,16.0,57.0,50.0,83.0,30.0,52.0,42.0,72.0,33.0,59.0,15.0,74.0,57.0,55.0,58.0,62.0,56.0,46.0,47.0,33.0,76.0,50.0,47.0,55.0,46.0,54.0,54.0,15.0,43.0,68.0,53.0,51.0,42.0
2015-10-11,53.0,72.0,75.0,48.0,69.0,33.0,38.0,57.0,60.0,66.0,45.0,59.0,39.0,73.0,47.0,23.0,27.0,72.0,82.0,52.0,78.0,75.0,100.0,59.0,48.0,0.0,67.0,43.0,40.0,7.0,38.0,26.0,88.0,73.0,90.0,91.0,63.0,40.0,56.0,82.0,53.0,29.0,47.0,37.0,87.0,37.0,40.0,58.0,50.0,42.0,23.0,31.0,18.0,57.0,45.0,95.0,31.0,45.0,32.0,70.0,39.0,50.0,15.0,69.0,44.0,66.0,57.0,70.0,55.0,32.0,39.0,48.0,60.0,42.0,46.0,59.0,45.0,42.0,52.0,14.0,51.0,72.0,56.0,52.0,44.0
2015-10-18,56.0,72.0,69.0,49.0,67.0,30.0,39.0,53.0,52.0,71.0,43.0,57.0,47.0,68.0,45.0,30.0,33.0,68.0,79.0,56.0,73.0,70.0,80.0,62.0,53.0,0.0,63.0,42.0,36.0,6.0,48.0,26.0,87.0,76.0,85.0,89.0,61.0,73.0,57.0,73.0,44.0,28.0,52.0,0.0,83.0,33.0,39.0,58.0,48.0,42.0,14.0,28.0,17.0,60.0,40.0,84.0,32.0,57.0,36.0,70.0,34.0,52.0,14.0,64.0,32.0,45.0,58.0,52.0,52.0,63.0,38.0,0.0,54.0,40.0,43.0,66.0,42.0,47.0,50.0,13.0,40.0,66.0,53.0,48.0,45.0
2015-10-25,47.0,66.0,65.0,55.0,67.0,34.0,42.0,54.0,60.0,70.0,39.0,47.0,66.0,68.0,55.0,20.0,37.0,64.0,74.0,55.0,66.0,67.0,72.0,58.0,52.0,0.0,66.0,51.0,34.0,6.0,38.0,25.0,80.0,70.0,71.0,83.0,60.0,67.0,48.0,67.0,46.0,29.0,45.0,37.0,73.0,33.0,34.0,44.0,51.0,46.0,14.0,27.0,15.0,55.0,48.0,71.0,30.0,52.0,35.0,66.0,35.0,49.0,13.0,63.0,30.0,66.0,58.0,69.0,48.0,59.0,35.0,28.0,57.0,41.0,45.0,42.0,44.0,46.0,49.0,13.0,53.0,65.0,50.0,52.0,42.0
2015-11-01,48.0,75.0,80.0,46.0,66.0,39.0,44.0,52.0,63.0,69.0,31.0,57.0,56.0,70.0,56.0,27.0,38.0,68.0,76.0,55.0,72.0,74.0,92.0,62.0,44.0,0.0,64.0,52.0,34.0,7.0,58.0,27.0,88.0,77.0,82.0,89.0,63.0,82.0,59.0,74.0,49.0,29.0,50.0,57.0,83.0,42.0,44.0,41.0,53.0,40.0,15.0,30.0,19.0,50.0,48.0,88.0,27.0,57.0,41.0,67.0,38.0,48.0,9.0,68.0,47.0,60.0,60.0,79.0,57.0,47.0,40.0,39.0,57.0,47.0,42.0,53.0,45.0,42.0,54.0,15.0,44.0,70.0,53.0,48.0,43.0
2015-11-08,51.0,72.0,72.0,36.0,64.0,30.0,40.0,55.0,65.0,74.0,31.0,60.0,58.0,70.0,61.0,24.0,52.0,71.0,79.0,52.0,78.0,69.0,81.0,67.0,49.0,0.0,67.0,61.0,39.0,5.0,43.0,23.0,98.0,70.0,82.0,90.0,63.0,54.0,52.0,75.0,44.0,29.0,47.0,54.0,86.0,39.0,42.0,53.0,68.0,47.0,17.0,29.0,17.0,51.0,43.0,90.0,33.0,57.0,44.0,70.0,44.0,46.0,9.0,66.0,0.0,57.0,64.0,65.0,59.0,49.0,42.0,46.0,66.0,37.0,36.0,54.0,48.0,51.0,54.0,16.0,40.0,70.0,54.0,48.0,45.0
2015-11-15,54.0,63.0,77.0,41.0,65.0,32.0,45.0,51.0,59.0,72.0,34.0,57.0,53.0,71.0,51.0,26.0,40.0,70.0,78.0,55.0,71.0,74.0,79.0,63.0,49.0,0.0,65.0,53.0,37.0,6.0,33.0,28.0,89.0,78.0,82.0,88.0,60.0,70.0,37.0,75.0,40.0,28.0,37.0,39.0,88.0,38.0,44.0,56.0,48.0,36.0,10.0,29.0,18.0,55.0,52.0,87.0,32.0,59.0,35.0,67.0,39.0,48.0,12.0,65.0,51.0,46.0,62.0,61.0,55.0,52.0,46.0,38.0,61.0,41.0,52.0,57.0,46.0,65.0,52.0,15.0,45.0,67.0,52.0,54.0,46.0
2015-11-22,47.0,56.0,78.0,30.0,63.0,49.0,46.0,51.0,65.0,71.0,31.0,51.0,58.0,69.0,51.0,32.0,37.0,65.0,78.0,58.0,76.0,71.0,79.0,57.0,56.0,0.0,59.0,49.0,27.0,8.0,56.0,20.0,88.0,70.0,65.0,82.0,60.0,71.0,42.0,74.0,38.0,29.0,55.0,60.0,78.0,32.0,35.0,42.0,49.0,37.0,13.0,30.0,13.0,55.0,41.0,83.0,34.0,51.0,33.0,71.0,46.0,51.0,11.0,63.0,53.0,56.0,59.0,65.0,52.0,51.0,38.0,29.0,59.0,38.0,39.0,58.0,44.0,48.0,51.0,16.0,57.0,64.0,52.0,48.0,45.0
2015-11-29,51.0,59.0,77.0,46.0,61.0,35.0,43.0,56.0,65.0,72.0,28.0,48.0,43.0,69.0,47.0,35.0,43.0,67.0,80.0,58.0,72.0,73.0,91.0,59.0,69.0,0.0,58.0,51.0,32.0,5.0,55.0,24.0,85.0,75.0,76.0,92.0,62.0,64.0,47.0,75.0,39.0,33.0,36.0,71.0,81.0,35.0,39.0,52.0,68.0,51.0,17.0,30.0,16.0,55.0,55.0,90.0,37.0,55.0,32.0,70.0,40.0,53.0,10.0,68.0,69.0,62.0,64.0,53.0,57.0,26.0,39.0,38.0,63.0,38.0,39.0,69.0,45.0,58.0,54.0,15.0,47.0,68.0,52.0,52.0,48.0
2015-12-06,49.0,52.0,72.0,39.0,62.0,35.0,46.0,55.0,62.0,77.0,28.0,58.0,46.0,69.0,44.0,33.0,36.0,68.0,76.0,54.0,71.0,71.0,81.0,57.0,65.0,0.0,63.0,44.0,35.0,4.0,50.0,31.0,94.0,79.0,76.0,89.0,60.0,55.0,54.0,71.0,44.0,34.0,50.0,55.0,85.0,40.0,35.0,58.0,47.0,46.0,17.0,32.0,19.0,51.0,56.0,90.0,34.0,57.0,34.0,73.0,44.0,52.0,11.0,69.0,53.0,64.0,61.0,61.0,65.0,28.0,47.0,42.0,62.0,40.0,39.0,51.0,43.0,38.0,54.0,15.0,44.0,72.0,57.0,49.0,51.0
2015-12-13,48.0,77.0,73.0,39.0,60.0,38.0,53.0,68.0,60.0,80.0,40.0,50.0,44.0,70.0,46.0,31.0,55.0,77.0,77.0,53.0,69.0,71.0,76.0,65.0,65.0,0.0,65.0,46.0,37.0,6.0,52.0,21.0,87.0,73.0,79.0,100.0,66.0,68.0,46.0,82.0,50.0,35.0,52.0,57.0,79.0,39.0,39.0,59.0,57.0,48.0,10.0,32.0,17.0,52.0,51.0,83.0,29.0,65.0,38.0,76.0,47.0,53.0,14.0,77.0,43.0,63.0,64.0,62.0,63.0,29.0,44.0,43.0,65.0,39.0,43.0,61.0,47.0,46.0,55.0,15.0,57.0,71.0,59.0,55.0,58.0
2015-12-20,42.0,75.0,70.0,40.0,62.0,42.0,60.0,54.0,61.0,76.0,42.0,53.0,38.0,69.0,47.0,30.0,47.0,68.0,69.0,45.0,58.0,62.0,64.0,67.0,81.0,0.0,63.0,41.0,40.0,5.0,35.0,23.0,83.0,69.0,68.0,84.0,57.0,55.0,41.0,82.0,43.0,28.0,58.0,60.0,59.0,32.0,33.0,0.0,58.0,47.0,12.0,27.0,15.0,43.0,51.0,68.0,34.0,74.0,43.0,73.0,53.0,47.0,10.0,72.0,0.0,66.0,70.0,38.0,59.0,26.0,35.0,30.0,70.0,34.0,48.0,54.0,44.0,36.0,50.0,16.0,44.0,68.0,54.0,52.0,67.0
2015-12-27,48.0,66.0,75.0,52.0,68.0,28.0,58.0,62.0,63.0,77.0,44.0,63.0,54.0,71.0,53.0,32.0,38.0,65.0,80.0,54.0,65.0,67.0,61.0,62.0,73.0,0.0,64.0,56.0,29.0,8.0,46.0,33.0,86.0,75.0,65.0,83.0,58.0,55.0,45.0,81.0,35.0,31.0,53.0,37.0,70.0,36.0,35.0,43.0,47.0,62.0,21.0,38.0,18.0,48.0,59.0,81.0,37.0,69.0,51.0,77.0,51.0,53.0,10.0,70.0,39.0,72.0,70.0,57.0,60.0,36.0,42.0,34.0,89.0,38.0,39.0,56.0,47.0,53.0,56.0,16.0,51.0,66.0,55.0,54.0,58.0
2016-01-03,61.0,65.0,74.0,59.0,71.0,39.0,49.0,58.0,77.0,75.0,45.0,61.0,57.0,67.0,56.0,30.0,48.0,72.0,91.0,59.0,78.0,70.0,76.0,57.0,56.0,0.0,65.0,68.0,40.0,10.0,54.0,26.0,82.0,70.0,69.0,81.0,65.0,66.0,65.0,73.0,44.0,30.0,42.0,54.0,88.0,51.0,37.0,71.0,57.0,47.0,21.0,58.0,15.0,60.0,46.0,89.0,40.0,88.0,39.0,74.0,40.0,53.0,9.0,71.0,46.0,54.0,64.0,49.0,57.0,76.0,45.0,54.0,57.0,47.0,43.0,66.0,47.0,46.0,56.0,16.0,41.0,69.0,56.0,53.0,58.0
2016-01-10,51.0,68.0,76.0,61.0,79.0,32.0,51.0,64.0,67.0,74.0,72.0,67.0,42.0,77.0,48.0,34.0,45.0,69.0,83.0,58.0,74.0,70.0,65.0,57.0,50.0,0.0,62.0,60.0,30.0,8.0,68.0,26.0,81.0,64.0,75.0,80.0,64.0,60.0,48.0,72.0,48.0,29.0,40.0,0.0,79.0,42.0,35.0,44.0,50.0,60.0,15.0,35.0,17.0,51.0,52.0,78.0,48.0,66.0,38.0,72.0,40.0,48.0,9.0,69.0,41.0,59.0,61.0,58.0,56.0,50.0,38.0,39.0,62.0,43.0,41.0,58.0,46.0,32.0,52.0,15.0,52.0,67.0,56.0,53.0,55.0
2016-01-17,59.0,63.0,71.0,40.0,71.0,39.0,44.0,55.0,73.0,76.0,37.0,63.0,46.0,81.0,63.0,33.0,43.0,68.0,83.0,62.0,75.0,68.0,82.0,57.0,59.0,0.0,67.0,56.0,37.0,6.0,59.0,31.0,85.0,69.0,81.0,77.0,62.0,71.0,56.0,74.0,52.0,29.0,48.0,75.0,86.0,45.0,38.0,91.0,54.0,63.0,23.0,34.0,17.0,53.0,52.0,78.0,44.0,65.0,33.0,72.0,42.0,52.0,13.0,71.0,48.0,58.0,62.0,69.0,54.0,54.0,49.0,50.0,56.0,42.0,40.0,64.0,46.0,43.0,56.0,16.0,63.0,67.0,60.0,58.0,52.0
2016-01-24,52.0,58.0,76.0,64.0,70.0,33.0,45.0,61.0,65.0,71.0,28.0,71.0,56.0,79.0,47.0,45.0,53.0,64.0,82.0,60.0,77.0,73.0,85.0,65.0,61.0,0.0,68.0,40.0,43.0,6.0,52.0,25.0,78.0,65.0,74.0,80.0,55.0,43.0,56.0,71.0,41.0,28.0,45.0,61.0,76.0,39.0,33.0,64.0,57.0,55.0,20.0,32.0,17.0,51.0,54.0,77.0,37.0,54.0,33.0,70.0,42.0,53.0,16.0,71.0,66.0,58.0,62.0,60.0,51.0,62.0,43.0,32.0,60.0,40.0,52.0,49.0,45.0,54.0,54.0,15.0,48.0,63.0,53.0,55.0,52.0
2016-01-31,53.0,66.0,68.0,37.0,64.0,33.0,49.0,61.0,66.0,70.0,30.0,62.0,55.0,84.0,37.0,47.0,39.0,68.0,84.0,59.0,78.0,71.0,67.0,65.0,54.0,0.0,65.0,54.0,35.0,6.0,42.0,29.0,80.0,72.0,64.0,81.0,63.0,56.0,45.0,75.0,36.0,26.0,38.0,53.0,84.0,42.0,34.0,70.0,65.0,61.0,15.0,31.0,21.0,48.0,52.0,85.0,36.0,57.0,36.0,71.0,42.0,48.0,18.0,67.0,0.0,57.0,64.0,65.0,51.0,48.0,42.0,43.0,64.0,39.0,45.0,77.0,47.0,48.0,54.0,14.0,47.0,65.0,55.0,52.0,52.0
2016-02-07,48.0,69.0,82.0,60.0,77.0,46.0,46.0,60.0,60.0,76.0,34.0,70.0,59.0,83.0,66.0,39.0,35.0,71.0,94.0,58.0,84.0,78.0,82.0,61.0,56.0,0.0,73.0,72.0,39.0,5.0,31.0,31.0,80.0,76.0,74.0,88.0,67.0,57.0,67.0,72.0,49.0,30.0,54.0,75.0,84.0,44.0,42.0,53.0,56.0,61.0,16.0,34.0,18.0,62.0,58.0,90.0,43.0,64.0,39.0,76.0,38.0,53.0,17.0,75.0,45.0,73.0,67.0,75.0,56.0,63.0,40.0,39.0,75.0,42.0,40.0,57.0,48.0,45.0,58.0,16.0,58.0,67.0,60.0,52.0,53.0
2016-02-14,55.0,72.0,84.0,67.0,82.0,47.0,48.0,65.0,58.0,78.0,36.0,78.0,50.0,81.0,55.0,34.0,44.0,72.0,90.0,65.0,85.0,80.0,77.0,64.0,61.0,0.0,71.0,54.0,37.0,6.0,56.0,31.0,82.0,71.0,66.0,83.0,67.0,84.0,61.0,75.0,45.0,27.0,52.0,67.0,88.0,39.0,39.0,62.0,51.0,44.0,21.0,34.0,18.0,62.0,53.0,92.0,48.0,61.0,40.0,72.0,37.0,52.0,16.0,78.0,81.0,73.0,64.0,71.0,61.0,57.0,41.0,28.0,66.0,42.0,41.0,82.0,47.0,48.0,59.0,16.0,55.0,70.0,61.0,62.0,56.0
2016-02-21,50.0,74.0,76.0,53.0,69.0,57.0,45.0,63.0,61.0,75.0,32.0,59.0,64.0,79.0,55.0,35.0,27.0,72.0,87.0,67.0,78.0,72.0,76.0,59.0,53.0,0.0,74.0,55.0,37.0,7.0,39.0,30.0,74.0,72.0,69.0,81.0,66.0,71.0,45.0,72.0,42.0,28.0,39.0,68.0,78.0,33.0,32.0,46.0,64.0,54.0,18.0,32.0,20.0,60.0,52.0,79.0,39.0,56.0,35.0,74.0,43.0,51.0,16.0,70.0,65.0,67.0,63.0,63.0,53.0,68.0,48.0,40.0,58.0,40.0,47.0,68.0,46.0,53.0,55.0,15.0,52.0,62.0,59.0,54.0,48.0
2016-02-28,56.0,80.0,81.0,47.0,78.0,51.0,45.0,49.0,66.0,78.0,40.0,66.0,51.0,80.0,53.0,35.0,64.0,77.0,89.0,64.0,84.0,77.0,73.0,58.0,54.0,0.0,77.0,61.0,44.0,6.0,52.0,24.0,80.0,77.0,67.0,84.0,69.0,54.0,52.0,72.0,53.0,28.0,44.0,73.0,99.0,38.0,37.0,67.0,63.0,66.0,14.0,33.0,20.0,62.0,70.0,93.0,100.0,63.0,38.0,71.0,39.0,55.0,18.0,77.0,62.0,54.0,64.0,78.0,57.0,38.0,43.0,31.0,60.0,44.0,40.0,89.0,49.0,52.0,59.0,16.0,42.0,73.0,62.0,56.0,48.0
2016-03-06,59.0,73.0,75.0,55.0,71.0,59.0,48.0,64.0,67.0,79.0,32.0,67.0,48.0,79.0,71.0,33.0,28.0,81.0,87.0,66.0,78.0,75.0,80.0,59.0,69.0,0.0,75.0,67.0,52.0,5.0,50.0,26.0,84.0,74.0,73.0,85.0,71.0,63.0,61.0,75.0,57.0,29.0,49.0,44.0,91.0,40.0,39.0,46.0,60.0,72.0,17.0,35.0,21.0,55.0,59.0,89.0,40.0,59.0,37.0,75.0,39.0,53.0,16.0,67.0,56.0,67.0,65.0,72.0,58.0,60.0,44.0,47.0,61.0,41.0,42.0,53.0,47.0,58.0,62.0,16.0,52.0,69.0,69.0,53.0,51.0
2016-03-13,58.0,67.0,78.0,58.0,68.0,47.0,47.0,52.0,59.0,72.0,27.0,67.0,55.0,80.0,45.0,34.0,43.0,82.0,88.0,60.0,79.0,73.0,72.0,56.0,50.0,0.0,76.0,67.0,49.0,4.0,44.0,29.0,71.0,64.0,65.0,78.0,69.0,58.0,47.0,71.0,38.0,28.0,60.0,55.0,82.0,37.0,34.0,89.0,54.0,71.0,11.0,52.0,20.0,91.0,52.0,73.0,34.0,56.0,37.0,86.0,37.0,51.0,19.0,62.0,80.0,50.0,61.0,55.0,52.0,46.0,46.0,27.0,53.0,41.0,42.0,72.0,51.0,41.0,56.0,17.0,49.0,70.0,67.0,57.0,50.0
2016-03-20,52.0,71.0,83.0,61.0,70.0,57.0,45.0,67.0,70.0,75.0,30.0,72.0,55.0,79.0,49.0,72.0,53.0,80.0,84.0,54.0,71.0,74.0,67.0,58.0,57.0,0.0,71.0,75.0,35.0,6.0,51.0,30.0,77.0,70.0,59.0,76.0,69.0,50.0,49.0,76.0,42.0,32.0,49.0,47.0,79.0,37.0,37.0,41.0,52.0,61.0,15.0,40.0,17.0,60.0,53.0,73.0,32.0,68.0,38.0,90.0,44.0,53.0,17.0,65.0,43.0,63.0,68.0,62.0,61.0,35.0,48.0,26.0,55.0,41.0,42.0,57.0,47.0,55.0,58.0,17.0,48.0,66.0,63.0,55.0,63.0
2016-03-27,74.0,70.0,78.0,59.0,71.0,45.0,45.0,56.0,66.0,75.0,24.0,67.0,46.0,73.0,59.0,44.0,0.0,79.0,85.0,56.0,78.0,71.0,74.0,58.0,67.0,0.0,73.0,62.0,42.0,7.0,35.0,29.0,80.0,73.0,67.0,81.0,67.0,62.0,46.0,77.0,37.0,37.0,47.0,78.0,88.0,40.0,37.0,51.0,52.0,73.0,13.0,33.0,22.0,64.0,57.0,86.0,31.0,55.0,38.0,87.0,50.0,63.0,13.0,69.0,38.0,56.0,63.0,64.0,65.0,58.0,43.0,39.0,57.0,42.0,46.0,58.0,48.0,53.0,61.0,17.0,47.0,74.0,68.0,52.0,55.0
2016-04-03,53.0,72.0,72.0,47.0,63.0,46.0,46.0,67.0,58.0,75.0,32.0,58.0,53.0,74.0,62.0,45.0,30.0,76.0,82.0,55.0,71.0,65.0,78.0,64.0,71.0,0.0,66.0,65.0,29.0,6.0,25.0,30.0,77.0,71.0,56.0,81.0,68.0,66.0,41.0,79.0,40.0,37.0,52.0,81.0,77.0,35.0,41.0,93.0,54.0,78.0,9.0,30.0,19.0,53.0,62.0,84.0,32.0,59.0,38.0,83.0,47.0,58.0,12.0,65.0,35.0,51.0,65.0,63.0,62.0,51.0,44.0,41.0,60.0,39.0,48.0,64.0,45.0,47.0,60.0,16.0,43.0,69.0,65.0,53.0,60.0
2016-04-10,37.0,62.0,57.0,36.0,48.0,31.0,46.0,54.0,55.0,53.0,25.0,48.0,36.0,62.0,42.0,97.0,26.0,66.0,59.0,47.0,41.0,44.0,56.0,50.0,80.0,0.0,53.0,36.0,22.0,5.0,25.0,19.0,60.0,63.0,59.0,62.0,50.0,36.0,32.0,65.0,19.0,23.0,45.0,0.0,42.0,23.0,21.0,51.0,38.0,69.0,8.0,18.0,11.0,32.0,47.0,51.0,33.0,58.0,42.0,69.0,46.0,37.0,7.0,53.0,0.0,45.0,59.0,49.0,45.0,36.0,26.0,0.0,100.0,27.0,33.0,53.0,33.0,40.0,42.0,12.0,30.0,51.0,48.0,41.0,59.0
