,Arts___Entertainment,Beauty___Fitness,Books___Literature,Entertainment_Industry,Games,Hobbies___Leisure,Cleaning_Supplies___Services,Laundry,Astrology___Divination,Pets___Animals,Libraries___Museums,Entertainment_Media,Gifts___Special_Event_Items,Photo___Video_Services,Ticket_Sales,Sports
2023-01-29,71.12579355748883,78.21935853379152,87.18683651804672,41.775000000000006,101.53511235955057,54.29925994449583,109.00422684043676,102.30159378831225,73.22164770768701,103.91310541310544,97.76408450704228,131.3988739714162,64.90207939508508,134.11626951520134,190.28571428571428,29.47112038970076
2023-02-05,67.65624265224548,76.31156930126002,86.17303609341826,47.62350000000001,99.08848314606742,53.27474560592044,103.34166960197253,94.88843481814467,70.93347121682179,108.80313390313393,88.10837245696402,123.3867475097445,58.892627599243866,130.88455217748563,190.28571428571428,30.8107167710508
2023-02-12,71.99318128379967,80.12714776632302,87.18683651804672,40.104000000000006,103.9817415730337,60.44634597594818,92.01655512504402,94.88843481814467,74.36573595311962,110.02564102564104,85.69444444444446,131.3988739714162,68.5077504725898,143.8114215283484,199.3469387755102,34.8295059151009
2023-02-19,68.52363037855632,82.03493699885452,90.22823779193207,45.95250000000001,100.311797752809,53.27474560592044,96.2634730538922,100.81896199427872,75.50982419855224,110.02564102564104,100.17801251956185,115.37462104807275,61.29640831758035,124.42111750205424,163.10204081632654,29.47112038970076
2023-02-26,66.78885492593464,76.31156930126002,87.18683651804672,50.965500000000006,96.64185393258428,51.22571692876965,109.00422684043676,85.99264405394361,75.50982419855224,102.6905982905983,89.3153364632238,105.76006929406672,57.69073724007562,119.5735414954807,99.6734693877551,29.47112038970076
2023-03-05,66.78885492593464,78.21935853379152,90.22823779193207,50.13000000000001,100.311797752809,52.25023126734504,100.5103909827404,88.95790764201064,68.64529472595657,102.6905982905983,97.76408450704228,105.76006929406672,64.90207939508508,113.11010682004932,108.73469387755102,42.86708420320111
2023-03-12,65.9214671996238,78.21935853379152,79.07643312101912,83.55000000000001,99.08848314606742,51.22571692876965,114.666784078901,91.92317123007766,70.93347121682179,107.5806267806268,91.72926447574336,105.76006929406672,68.5077504725898,116.341824157765,99.6734693877551,44.20668058455114
2023-03-19,65.9214671996238,76.31156930126002,85.15923566878982,50.965500000000006,100.311797752809,56.34828862164662,109.00422684043676,105.26685737637924,81.23026542571527,111.24814814814816,94.14319248826293,107.36249458640106,62.49829867674859,122.8052588331964,108.73469387755102,37.50869867780097
2023-03-26,63.31930402069128,97.29725085910653,82.11783439490446,47.62350000000001,99.08848314606742,52.25023126734504,113.25114476928492,83.02738046587659,76.65391244398484,106.35811965811968,86.90140845070424,102.55521870939802,58.892627599243866,122.8052588331964,108.73469387755102,41.52748782185108
2023-04-02,65.9214671996238,135.45303550973654,83.13163481953292,50.965500000000006,105.20505617977528,54.29925994449583,100.5103909827404,81.54474867184308,74.36573595311962,107.5806267806268,91.72926447574336,104.15764400173236,55.28695652173914,119.5735414954807,99.6734693877551,52.24425887265135
2023-04-09,65.9214671996238,141.17640320733102,71.97983014861997,49.294500000000006,99.08848314606742,60.44634597594818,79.27580133849946,81.54474867184308,70.93347121682179,99.02307692307694,50.69248826291081,112.16977046340408,103.36257088846882,95.335661462613,90.6122448979592,36.16910229645094
2023-04-16,65.05407947331297,160.25429553264604,81.10403397027602,50.13000000000001,92.97191011235957,58.3973172987974,109.00422684043676,91.92317123007766,77.79800068941745,105.13561253561257,79.65962441314555,100.95279341706367,57.69073724007562,106.64667214461792,108.73469387755102,54.92345163535142
2023-04-23,67.65624265224548,150.71534936998853,86.17303609341826,57.64950000000001,97.86516853932584,51.22571692876965,107.58858753082067,105.26685737637924,74.36573595311962,103.91310541310544,91.72926447574336,102.55521870939802,60.094517958412105,101.79909613804438,181.2244897959184,66.97981906750174
2023-04-30,68.52363037855632,171.70103092783503,83.13163481953292,47.62350000000001,96.64185393258428,51.22571692876965,89.18527650581188,87.47527584797712,67.50120648052396,101.46809116809118,114.6615805946792,110.56734517106976,73.31531190926277,98.56737880032868,163.10204081632654,46.88587334725121
2023-05-07,65.05407947331297,165.97766323024055,90.22823779193207,47.62350000000001,101.53511235955057,53.27474560592044,121.74498062698132,108.23212096444628,68.64529472595657,106.35811965811968,92.93622848200314,102.55521870939802,70.91153119092628,111.49424815119148,135.9183673469388,45.54627696590118
2023-05-14,66.78885492593464,190.77892325315003,87.18683651804672,47.62350000000001,105.20505617977528,57.372802960222,106.17294822120463,117.12791172864732,69.78938297138919,108.80313390313393,91.72926447574336,105.76006929406672,78.12287334593574,113.11010682004932,135.9183673469388,46.88587334725121
2023-05-21,66.78885492593464,173.60882016036655,86.17303609341826,37.5975,96.64185393258428,51.22571692876965,97.67911236350828,114.16264814058032,68.64529472595657,112.47065527065529,88.10837245696402,110.56734517106976,64.90207939508508,116.341824157765,117.79591836734694,45.54627696590118
2023-05-28,67.65624265224548,150.71534936998853,87.18683651804672,37.5975,100.311797752809,51.22571692876965,93.43219443466008,96.37106661217818,74.36573595311962,111.24814814814816,94.14319248826293,108.9649198787354,60.094517958412105,109.87838948233362,108.73469387755102,48.22546972860125
2023-06-04,66.78885492593464,83.94272623138602,84.14543524416136,35.926500000000004,105.20505617977528,55.32377428307122,120.32934131736523,91.92317123007766,68.64529472595657,113.6931623931624,89.3153364632238,110.56734517106976,62.49829867674859,126.0369761709121,117.79591836734694,45.54627696590118
2023-06-11,70.258405831178,82.03493699885452,90.22823779193207,35.926500000000004,105.20505617977528,57.372802960222,110.4198661500528,103.78422558234574,68.64529472595657,113.6931623931624,95.35015649452272,113.77219575573842,62.49829867674859,119.5735414954807,117.79591836734694,33.48990953375087
2023-06-18,71.99318128379967,82.03493699885452,92.25583864118896,42.61050000000001,105.20505617977528,55.32377428307122,101.92603029235644,117.12791172864732,75.50982419855224,116.13817663817666,92.93622848200314,115.37462104807275,70.91153119092628,122.8052588331964,117.79591836734694,49.56506610995128
2023-06-25,72.86056901011052,89.66609392898052,90.22823779193207,40.104000000000006,110.09831460674155,66.59343200740054,103.34166960197253,115.64527993461382,74.36573595311962,111.24814814814816,86.90140845070424,121.78432221741016,57.69073724007562,134.11626951520134,117.79591836734694,61.62143354210159
2023-07-02,65.9214671996238,80.12714776632302,89.21443736730362,39.2685,105.20505617977528,53.27474560592044,86.35399788657976,118.61054352268084,74.36573595311962,117.36068376068376,96.55712050078247,128.19402338674752,68.5077504725898,129.2686935086278,108.73469387755102,53.583855254001385
2023-07-09,74.5953444627322,80.12714776632302,96.31104033970276,40.104000000000006,101.53511235955057,54.29925994449583,100.5103909827404,105.26685737637924,80.08617718028268,114.91566951566952,94.14319248826293,128.19402338674752,60.094517958412105,111.49424815119148,144.9795918367347,41.52748782185108
2023-07-16,73.72795673642136,82.03493699885452,88.20063694267517,39.2685,105.20505617977528,52.25023126734504,109.00422684043676,117.12791172864732,76.65391244398484,113.6931623931624,103.79890453834118,113.77219575573842,58.892627599243866,137.34798685291702,144.9795918367347,60.28183716075156
2023-07-23,66.78885492593464,80.12714776632302,83.13163481953292,36.76200000000001,100.311797752809,51.22571692876965,92.01655512504402,108.23212096444628,76.65391244398484,111.24814814814816,101.3849765258216,116.97704634040711,56.48884688090738,121.18940016433856,172.16326530612247,46.88587334725121
2023-07-30,72.86056901011052,80.12714776632302,85.15923566878982,39.2685,102.75842696629212,61.47086031452358,111.83550545966888,114.16264814058032,73.22164770768701,110.02564102564104,96.55712050078247,121.78432221741016,60.094517958412105,130.88455217748563,217.46938775510205,34.8295059151009
2023-08-06,74.5953444627322,83.94272623138602,87.18683651804672,40.104000000000006,103.9817415730337,61.47086031452358,94.84783374427614,115.64527993461382,77.79800068941745,110.02564102564104,100.17801251956185,123.3867475097445,62.49829867674859,132.50041084634347,371.5102040816327,30.8107167710508
2023-08-13,77.19750764166471,82.03493699885452,88.20063694267517,40.104000000000006,106.42837078651684,65.56891766882515,92.01655512504402,112.6800163465468,76.65391244398484,111.24814814814816,117.07550860719876,133.00129926375055,63.70018903591684,161.58586688578472,371.5102040816327,29.47112038970076
2023-08-20,69.39101810486716,82.03493699885452,81.10403397027602,38.43300000000001,111.32162921348316,56.34828862164662,96.2634730538922,90.44053943604416,75.50982419855224,110.02564102564104,113.45461658841944,129.79644867908186,60.094517958412105,135.73212818405918,208.40816326530611,26.791927627000693
2023-08-27,69.39101810486716,74.40378006872852,85.15923566878982,33.42,103.9817415730337,51.22571692876965,97.67911236350828,106.74948917041276,76.65391244398484,108.80313390313393,107.41979655712052,128.19402338674752,57.69073724007562,140.57970419063273,190.28571428571428,60.28183716075156
2023-09-03,66.78885492593464,78.21935853379152,84.14543524416136,35.926500000000004,105.20505617977528,55.32377428307122,100.5103909827404,126.0237024928484,70.93347121682179,101.46809116809118,103.79890453834118,120.1818969250758,63.70018903591684,134.11626951520134,253.7142857142857,77.69659011830201
2023-09-10,70.258405831178,74.40378006872852,83.13163481953292,35.926500000000004,100.311797752809,49.17668825161886,100.5103909827404,115.64527993461382,67.50120648052396,103.91310541310544,90.52230046948358,115.37462104807275,55.28695652173914,122.8052588331964,353.38775510204084,133.95963813500347
2023-09-17,69.39101810486716,72.49599083619702,85.15923566878982,34.255500000000005,105.20505617977528,52.25023126734504,111.83550545966888,105.26685737637924,70.93347121682179,110.02564102564104,107.41979655712052,116.97704634040711,62.49829867674859,124.42111750205424,181.2244897959184,49.56506610995128
2023-09-24,69.39101810486716,76.31156930126002,93.26963906581742,39.2685,106.42837078651684,55.32377428307122,104.75730891158857,120.09317531671437,73.22164770768701,106.35811965811968,98.97104851330204,126.5915980944132,61.29640831758035,122.8052588331964,208.40816326530611,46.88587334725121
2023-10-01,67.65624265224548,72.49599083619702,84.14543524416136,33.42,102.75842696629212,65.56891766882515,109.00422684043676,124.54107069881488,77.79800068941745,101.46809116809118,111.04068857589986,124.98917280207884,112.97769376181476,135.73212818405918,217.46938775510205,70.99860821155184
2023-10-08,68.52363037855632,74.40378006872852,82.11783439490446,38.43300000000001,110.09831460674155,51.22571692876965,99.09475167312432,120.09317531671437,75.50982419855224,100.24558404558404,86.90140845070424,112.16977046340408,57.69073724007562,119.5735414954807,444.0,97.79053583855251
2023-10-15,75.46273218904304,74.40378006872852,86.17303609341826,38.43300000000001,110.09831460674155,50.20120259019426,89.18527650581188,111.19738455251328,109.83247156153053,100.24558404558404,95.35015649452272,123.3867475097445,67.30586011342156,114.72596548890716,906.1224489795918,95.11134307585246
2023-10-22,71.12579355748883,74.40378006872852,79.07643312101912,32.584500000000006,111.32162921348316,50.20120259019426,100.5103909827404,117.12791172864732,114.40882454326096,105.13561253561257,91.72926447574336,108.9649198787354,58.892627599243866,116.341824157765,244.65306122448985,119.22407794015308
2023-10-29,67.65624265224548,78.21935853379152,77.04883227176222,34.255500000000005,106.42837078651684,53.27474560592044,94.84783374427614,109.71475275847978,97.2475008617718,96.5780626780627,80.86658841940533,113.77219575573842,56.48884688090738,100.18323746918654,172.16326530612247,115.20528879610298
2023-11-05,71.12579355748883,76.31156930126002,77.04883227176222,35.09100000000001,113.76825842696628,50.20120259019426,106.17294822120463,117.12791172864732,84.66253016201311,102.6905982905983,86.90140845070424,124.98917280207884,56.48884688090738,116.341824157765,135.9183673469388,109.84690327070284
2023-11-12,70.258405831178,76.31156930126002,77.04883227176222,44.28150000000001,105.20505617977528,51.22571692876965,100.5103909827404,115.64527993461382,75.50982419855224,107.5806267806268,90.52230046948358,116.97704634040711,63.70018903591684,109.87838948233362,126.85714285714286,64.30062630480167
2023-11-19,68.52363037855632,78.21935853379152,76.03503184713377,50.13000000000001,105.20505617977528,51.22571692876965,99.09475167312432,126.0237024928484,91.52705963460876,102.6905982905983,88.10837245696402,112.16977046340408,58.892627599243866,111.49424815119148,117.79591836734694,53.583855254001385
2023-11-26,68.52363037855632,80.12714776632302,79.07643312101912,37.5975,101.53511235955057,52.25023126734504,110.4198661500528,115.64527993461382,85.80661840744571,100.24558404558404,98.97104851330204,120.1818969250758,63.70018903591684,109.87838948233362,99.6734693877551,29.47112038970076
2023-12-03,70.258405831178,78.21935853379152,79.07643312101912,32.584500000000006,105.20505617977528,54.29925994449583,92.01655512504402,131.95422966898244,76.65391244398484,102.6905982905983,92.93622848200314,121.78432221741016,68.5077504725898,113.11010682004932,108.73469387755102,24.112734864300624
2023-12-10,70.258405831178,82.03493699885452,81.10403397027602,37.5975,107.65168539325842,56.34828862164662,106.17294822120463,140.8500204331835,80.08617718028268,106.35811965811968,91.72926447574336,123.3867475097445,64.90207939508508,116.341824157765,144.9795918367347,25.452331245650655
2023-12-17,72.86056901011052,89.66609392898052,80.09023354564756,35.926500000000004,113.76825842696628,58.3973172987974,96.2634730538922,148.26317940335105,83.5184419165805,105.13561253561257,89.3153364632238,128.19402338674752,66.10396975425331,106.64667214461792,172.16326530612247,25.452331245650655
2023-12-24,74.5953444627322,87.75830469644902,84.14543524416136,40.93950000000001,122.3314606741573,76.83857539315447,87.76963719619583,145.29791581528403,92.67114788004136,107.5806267806268,74.83176838810643,139.4110004330879,66.10396975425331,116.341824157765,144.9795918367347,24.112734864300624
2023-12-31,74.5953444627322,83.94272623138602,87.18683651804672,40.104000000000006,114.99157303370788,95.27983348751155,111.83550545966888,127.50633428688192,96.1034126163392,111.24814814814816,97.76408450704228,129.79644867908186,70.91153119092628,135.73212818405918,126.85714285714286,29.47112038970076
2024-01-07,70.37085532392146,82.03493699885452,84.88121947669313,52.43012304507821,107.7570712820428,53.58001850138759,117.61957508079988,119.32613097306094,75.04448260649804,106.83559514467706,97.3644037054467,126.40836859113168,57.37488613190836,138.96384552177486,181.2244897959184,32.15031315240084
2024-01-14,67.20812025318341,80.12714776632302,81.02298222775254,39.06558187672493,111.7979614551194,53.58001850138759,108.45441338619209,111.86824778724464,75.04448260649804,108.2413266597386,103.26527665729196,120.83152880034646,64.12487273566228,119.57354149548068,181.2244897959184,33.489909533750875
2024-01-21,67.99880402086792,76.31156930126002,76.20018566657679,43.17774839006441,106.41010789101726,49.752874322717055,103.8718325388882,96.952481415612,75.04448260649804,108.2413266597386,92.93874899156276,122.69047539727488,55.12489059732372,121.18940016433854,144.9795918367347,30.810716771050807
2024-01-28,71.95222285929047,82.03493699885452,78.12930429104709,43.17774839006441,110.45099806409388,54.53680454605523,102.3443055897869,102.54589380497424,75.04448260649804,111.05278968986168,100.31484018136932,126.40836859113168,61.874877201077645,135.73212818405915,117.79591836734694,37.508698677800986
2024-02-04,70.37085532392146,80.12714776632302,84.88121947669313,50.37403978840848,105.06314449999172,54.53680454605523,113.036994233496,115.59718938015278,75.04448260649804,112.45852120492322,94.41396722952408,128.26731518806008,61.874877201077645,140.5797041906327,144.9795918367347,36.16910229645095
2024-02-11,68.78948778855244,83.94272623138602,85.84577878892829,41.12166513339467,105.06314449999172,59.32073476939341,109.9819403352934,110.00377699079056,75.04448260649804,111.05278968986168,103.26527665729196,130.1262617849885,85.49983031421638,142.19556285949054,154.0408163265306,40.187891440501055
2024-02-18,67.99880402086792,83.94272623138602,79.09386360328224,40.0936235050598,98.32832754486404,50.709660367384686,125.25720982630637,98.8169522120661,75.04448260649804,109.64705817480014,91.46353075360145,130.1262617849885,57.37488613190836,132.50041084634347,163.10204081632654,32.15031315240084
2024-02-25,68.78948778855244,82.03493699885452,79.09386360328224,38.03754024839007,98.32832754486404,51.66644641205232,119.14710202990116,110.00377699079056,75.04448260649804,111.05278968986168,98.83962194340802,128.26731518806008,55.12489059732372,114.72596548890716,108.73469387755102,24.11273486430063
2024-03-03,70.37085532392146,83.94272623138602,77.16474497881194,41.12166513339467,109.10403467306833,51.66644641205232,116.09204813169858,102.54589380497424,64.32384223414118,116.67571575010784,87.0378760397175,118.97258220341806,60.74987943378533,137.34798685291702,108.73469387755102,48.22546972860126
2024-03-10,67.99880402086792,82.03493699885452,76.20018566657679,84.29941352345908,103.7161811089662,52.62323245671996,119.14710202990116,100.68142300852016,64.32384223414118,112.45852120492322,98.83962194340802,118.97258220341806,55.12489059732372,129.26869350862776,99.6734693877551,46.88587334725123
2024-03-17,68.78948778855244,104.92840778923252,77.16474497881194,45.23383164673414,103.7161811089662,53.58001850138759,117.61957508079988,102.54589380497424,75.04448260649804,112.45852120492322,113.59180432302117,131.98520838191692,58.49988389920068,138.96384552177486,99.6734693877551,58.94224077940154
2024-03-24,66.41743648549891,146.89977090492553,75.23562635434163,41.12166513339467,102.36921771794066,52.62323245671996,109.9819403352934,117.46166017660688,69.68416242031961,118.08144726516936,94.41396722952408,137.5620481727021,58.49988389920068,114.72596548890716,117.79591836734694,60.28183716075158
2024-03-31,67.20812025318341,146.89977090492553,75.23562635434163,37.0094986200552,103.7161811089662,51.66644641205232,109.9819403352934,111.86824778724464,80.40480279267648,109.64705817480014,92.93874899156276,120.83152880034646,60.74987943378533,122.80525883319638,117.79591836734694,65.64022268615172
2024-04-07,63.25470141476086,144.99198167239405,64.625473919755,37.0094986200552,102.36921771794066,63.14787894806395,103.8718325388882,89.49459822979571,69.68416242031961,99.80693756936935,72.28569366010437,118.97258220341806,84.37483254692407,88.87222678718159,126.85714285714286,33.489909533750875
2024-04-14,67.20812025318341,156.43871706758304,64.625473919755,35.981456991720336,90.24654719871084,44.96894409937888,88.59656304787524,85.76565663688756,69.68416242031961,104.02413211455396,92.93874899156276,117.11363560648964,56.24988836461604,98.56737880032868,135.9183673469388,41.52748782185109
2024-04-21,67.99880402086792,171.70103092783503,71.37738910540105,41.12166513339467,102.36921771794066,51.66644641205232,111.50946728439467,121.190601769515,64.32384223414118,109.64705817480014,101.79005841933063,118.97258220341806,56.24988836461604,100.18323746918652,144.9795918367347,41.52748782185109
2024-04-28,70.37085532392146,171.70103092783503,78.12930429104709,48.31795653173874,103.7161811089662,50.709660367384686,97.761724742483,108.13930619433648,69.68416242031961,109.64705817480014,89.98831251564013,133.84415497884532,58.49988389920068,121.18940016433854,144.9795918367347,42.86708420320112
2024-05-05,68.78948778855244,175.51660939289803,77.16474497881194,39.06558187672493,105.06314449999172,53.58001850138759,100.8167786406856,108.13930619433648,69.68416242031961,111.05278968986168,147.52182379613137,126.40836859113168,66.37486827024694,122.80525883319638,154.0408163265306,45.54627696590119
2024-05-12,71.16153909160597,183.14776632302403,76.20018566657679,41.12166513339467,103.7161811089662,53.58001850138759,105.3993594879895,117.46166017660688,64.32384223414118,116.67571575010784,113.59180432302117,130.1262617849885,73.12485487400085,130.88455217748563,117.79591836734694,46.88587334725123
2024-05-19,66.41743648549891,150.71534936998853,67.51915185646044,35.981456991720336,91.59351058973638,45.92573014404651,87.06903609877394,113.73271858369873,58.96352204796275,105.42986362961553,82.61222132583356,122.69047539727488,61.874877201077645,116.341824157765,108.73469387755102,37.508698677800986
2024-05-26,71.95222285929047,97.29725085910653,76.20018566657679,44.20579001839927,99.6752909358896,51.66644641205232,106.9268864370908,130.5129557517854,69.68416242031961,109.64705817480014,103.26527665729196,131.98520838191692,59.624881666493,117.95768282662284,99.6734693877551,42.86708420320112
2024-06-02,69.58017155623695,80.12714776632302,78.12930429104709,40.0936235050598,98.32832754486404,51.66644641205232,117.61957508079988,147.2931929198721,75.04448260649804,113.86425271998476,91.46353075360145,128.26731518806008,59.624881666493,130.88455217748563,99.6734693877551,75.01739735560197
2024-06-09,71.16153909160597,83.94272623138602,76.20018566657679,40.0936235050598,105.06314449999172,53.58001850138759,114.56452118259728,110.00377699079056,80.40480279267648,115.2699842350463,92.93874899156276,130.1262617849885,62.999874968369966,114.72596548890716,108.73469387755102,77.69659011830204
2024-06-16,70.37085532392146,82.03493699885452,71.37738910540105,39.06558187672493,105.06314449999172,54.53680454605523,123.72968287720506,128.64848495533133,64.32384223414118,112.45852120492322,98.83962194340802,118.97258220341806,61.874877201077645,108.26253081347576,117.79591836734694,61.62143354210161
2024-06-23,71.16153909160597,78.21935853379152,76.20018566657679,34.953415363385474,103.7161811089662,49.752874322717055,123.72968287720506,123.0550725659691,69.68416242031961,113.86425271998476,91.46353075360145,128.26731518806008,55.12489059732372,127.65283483976992,154.0408163265306,77.69659011830204
2024-06-30,74.32427416234401,80.12714776632302,78.12930429104709,40.0936235050598,107.7570712820428,64.10466499273159,119.14710202990116,124.91954336242316,64.32384223414118,116.67571575010784,115.06702256098248,135.70310157577373,56.24988836461604,119.57354149548068,144.9795918367347,30.810716771050807
2024-07-07,75.11495793002852,82.03493699885452,76.20018566657679,44.20579001839927,102.36921771794066,65.06145103739922,113.036994233496,124.91954336242316,64.32384223414118,122.298641810354,119.4926772748664,128.26731518806008,58.49988389920068,114.72596548890716,190.28571428571428,33.489909533750875
2024-07-14,76.69632546539755,82.03493699885452,76.20018566657679,41.12166513339467,105.06314449999172,66.01823708206686,103.8718325388882,137.9708389376017,69.68416242031961,118.08144726516936,98.83962194340802,130.1262617849885,58.49988389920068,121.18940016433854,217.46938775510205,29.47112038970077
2024-07-21,71.95222285929047,83.94272623138602,71.37738910540105,43.17774839006441,103.7161811089662,53.58001850138759,108.45441338619209,123.0550725659691,64.32384223414118,119.4871787802309,107.69093137117588,139.42099476963054,67.49986603753925,130.88455217748563,271.8367346938776,41.52748782185109
2024-07-28,71.16153909160597,80.12714776632302,76.20018566657679,41.12166513339467,101.02225432691512,56.4503766353905,123.72968287720506,130.5129557517854,64.32384223414118,119.4871787802309,106.2157131332146,126.40836859113168,57.37488613190836,134.1162695152013,217.46938775510205,57.60264439805151
2024-08-04,71.16153909160597,82.03493699885452,74.2710670421065,43.17774839006441,103.7161811089662,56.4503766353905,100.8167786406856,119.32613097306094,64.32384223414118,119.4871787802309,113.59180432302117,126.40836859113168,55.12489059732372,132.50041084634347,154.0408163265306,56.26304801670148
2024-08-11,71.95222285929047,83.94272623138602,77.16474497881194,45.23383164673414,109.10403467306833,52.62323245671996,128.31226372450897,130.5129557517854,69.68416242031961,129.3272993856617,119.4926772748664,139.42099476963054,57.37488613190836,114.72596548890716,163.10204081632654,30.810716771050807
2024-08-18,71.16153909160597,80.12714776632302,74.2710670421065,42.14970676172954,105.06314449999172,51.66644641205232,108.45441338619209,132.37742654823947,69.68416242031961,122.298641810354,104.74049489525328,135.70310157577373,55.12489059732372,135.73212818405915,154.0408163265306,57.60264439805151
2024-08-25,67.99880402086792,83.94272623138602,77.16474497881194,43.17774839006441,105.06314449999172,50.709660367384686,113.036994233496,119.32613097306094,69.68416242031961,122.298641810354,92.93874899156276,128.26731518806008,56.24988836461604,124.42111750205424,199.3469387755102,52.24425887265137
2024-09-01,70.37085532392146,80.12714776632302,81.02298222775254,45.23383164673414,106.41010789101726,54.53680454605523,106.9268864370908,134.24189734469357,64.32384223414118,118.08144726516936,94.41396722952408,135.70310157577373,57.37488613190836,127.65283483976992,670.530612244898,48.22546972860126
2024-09-08,69.58017155623695,80.12714776632302,77.16474497881194,46.26187327506901,102.36921771794066,52.62323245671996,106.9268864370908,130.5129557517854,75.04448260649804,119.4871787802309,92.93874899156276,124.54942199420329,55.12489059732372,117.95768282662284,208.40816326530611,36.16910229645095
2024-09-15,70.37085532392146,74.40378006872852,69.44827048093074,46.26187327506901,99.6752909358896,46.88251618871414,96.23419779338172,95.08801061915794,85.7651229788549,119.4871787802309,82.61222132583356,135.70310157577373,50.62489952815444,119.57354149548068,144.9795918367347,38.84829505915102
2024-09-22,67.99880402086792,70.58820160366551,73.30650772987134,34.953415363385474,91.59351058973638,46.88251618871414,109.9819403352934,113.73271858369873,64.32384223414118,115.2699842350463,85.56265780175619,122.69047539727488,53.9998928300314,96.95152013147084,154.0408163265306,46.88587334725123
2024-09-29,64.04538518244537,70.58820160366551,83.91666016445798,38.03754024839007,95.634400762813,56.4503766353905,106.9268864370908,96.952481415612,64.32384223414118,111.05278968986168,95.8891854674854,133.84415497884532,66.37486827024694,113.1101068200493,126.85714285714286,29.47112038970077
2024-10-06,70.37085532392146,78.21935853379152,76.20018566657679,40.0936235050598,99.6752909358896,57.407162680058136,97.761724742483,121.190601769515,69.68416242031961,115.2699842350463,101.79005841933063,135.70310157577373,74.24985264129317,114.72596548890716,190.28571428571428,32.15031315240084
2024-10-13,71.16153909160597,76.31156930126002,74.2710670421065,40.0936235050598,99.6752909358896,47.83930223338178,106.9268864370908,128.64848495533133,69.68416242031961,116.67571575010784,98.83962194340802,150.57467435120097,56.24988836461604,140.5797041906327,172.16326530612247,44.20668058455116
2024-10-20,67.20812025318341,76.31156930126002,79.09386360328224,40.0936235050598,98.32832754486404,49.752874322717055,114.56452118259728,132.37742654823947,69.68416242031961,113.86425271998476,109.1661496091372,124.54942199420329,56.24988836461604,127.65283483976992,135.9183673469388,58.94224077940154
2024-10-27,70.37085532392146,78.21935853379152,78.12930429104709,43.17774839006441,105.06314449999172,53.58001850138759,91.65161694607782,137.9708389376017,69.68416242031961,116.67571575010784,106.2157131332146,148.71572775427256,65.24987050295461,121.18940016433854,244.65306122448985,29.47112038970077
2024-11-03,67.20812025318341,80.12714776632302,76.20018566657679,39.06558187672493,102.36921771794066,48.79608827804942,106.9268864370908,134.24189734469357,64.32384223414118,116.67571575010784,92.93874899156276,122.69047539727488,56.24988836461604,113.1101068200493,217.46938775510205,28.131524008350738
2024-11-10,70.37085532392146,80.12714776632302,76.20018566657679,38.03754024839007,105.06314449999172,59.32073476939341,117.61957508079988,115.59718938015278,64.32384223414118,122.298641810354,88.51309427767882,185.89465969284072,55.12489059732372,134.1162695152013,253.7142857142857,37.508698677800986
2024-11-17,65.6267527178144,78.21935853379152,76.20018566657679,37.0094986200552,99.6752909358896,59.32073476939341,97.761724742483,111.86824778724464,64.32384223414118,115.2699842350463,94.41396722952408,185.89465969284072,57.37488613190836,121.18940016433854,144.9795918367347,32.15031315240084
2024-11-24,71.16153909160597,91.573883161512,71.37738910540105,43.17774839006441,106.41010789101726,54.53680454605523,119.14710202990116,186.4470796454077,64.32384223414118,116.67571575010784,103.26527665729196,148.71572775427256,58.49988389920068,113.1101068200493,108.73469387755102,50.90466249130134
2024-12-01,67.99880402086792,82.03493699885452,70.4128297931659,46.26187327506901,103.7161811089662,54.53680454605523,116.09204813169858,141.69978053050986,64.32384223414118,118.08144726516936,84.08743956379487,135.70310157577373,59.624881666493,122.80525883319638,144.9795918367347,44.20668058455116
2024-12-08,69.58017155623695,85.85051546391752,75.23562635434163,45.23383164673414,110.45099806409388,55.49359059072287,119.14710202990116,151.02213451278024,69.68416242031961,120.89291029529244,91.46353075360145,137.5620481727021,61.874877201077645,124.42111750205424,144.9795918367347,33.489909533750875
2024-12-15,72.74290662697499,93.48167239404351,71.37738910540105,39.06558187672493,114.49188823717049,58.36394872472577,120.67462897900246,132.37742654823947,69.68416242031961,118.08144726516936,95.8891854674854,143.13888796348735,60.74987943378533,119.57354149548068,135.9183673469388,29.47112038970077
2024-12-22,79.06837676845107,97.29725085910653,80.05842291551738,42.14970676172954,125.26759536537476,74.62931148407557,132.89484457181285,151.02213451278024,75.04448260649804,123.70437332541552,95.8891854674854,167.30519372355664,67.49986603753925,126.03697617091208,163.10204081632654,32.15031315240084
2024-12-29,73.5335903946595,89.66609392898052,78.12930429104709,45.23383164673414,119.87974180127262,89.93788819875775,142.06000626642063,151.02213451278024,85.7651229788549,125.11010484047708,92.93874899156276,171.02308691741345,73.12485487400085,156.73829087921118,126.85714285714286,41.52748782185109
2025-01-05,67.99880402086792,82.03493699885452,76.20018566657679,48.31795653173874,109.10403467306833,53.58001850138759,142.06000626642063,137.9708389376017,64.32384223414118,116.67571575010784,103.26527665729196,156.1515141419862,59.624881666493,140.5797041906327,117.79591836734694,36.16910229645095
2025-01-12,71.95222285929047,82.03493699885452,77.16474497881194,44.20579001839927,106.41010789101726,52.62323245671996,117.61957508079988,128.64848495533133,69.68416242031961,116.67571575010784,88.51309427767882,148.71572775427256,62.999874968369966,135.73212818405915,163.10204081632654,20.093945720250527
